1887,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,cSCI
Gm11831,0.001974325,0.751386301,0.068,0.052,1,,0
Gm15832,0.001985738,-0.381312604,0.07,0.089,1,,0
Nsun4,0.001992641,-0.345981866,0.079,0.1,1,,0
Atxn7l1os2,0.00202479,0.516129734,0.09,0.071,1,,-0.486204971
Gm43016,0.002032915,-0.420842294,0.04,0.055,1,,0
Knstrn,0.002032923,0.655570615,0.061,0.045,1,,0
Tmco4,0.002078498,-0.86151791,0.159,0.185,1,,0
Gm48727,0.002083175,0.379172336,0.075,0.057,1,,0
Pln,0.002086956,0.690454963,0.053,0.038,1,,0
4930590J08Rik,0.002099496,0.435963335,0.172,0.149,1,,0.337814378
Mybl2,0.002104091,-0.519580101,0.064,0.082,1,,0
Pde8a,0.002106128,0.558014824,0.091,0.073,1,,0
Endov,0.002113143,-0.372272662,0.115,0.141,1,,0
4930533B01Rik,0.002116455,0.426658334,0.241,0.221,1,,-0.329802649
Gm2415,0.002124529,0.483739383,0.106,0.086,1,,0
Gm15723,0.002142291,-0.380698594,0.048,0.065,1,,0
Gm48877,0.002202602,0.510280741,0.065,0.049,1,,0
Mrap2,0.002216154,0.402978601,0.204,0.182,1,,0
Ercc3,0.002282202,0.491912857,0.169,0.149,1,,0
Tmem30c,0.002298394,0.507726363,0.073,0.056,1,,0
Gm14033,0.002363486,0.577351184,0.101,0.081,1,,0
2810429I04Rik,0.002378913,-0.3410025,0.051,0.069,1,,0
Gm30025,0.002381535,-0.668853345,0.043,0.058,1,,0
Slc1a6,0.002412388,0.374680345,0.083,0.065,1,,0
Tapbpl,0.002479265,-0.643556013,0.072,0.091,1,,0
Tppp3,0.002489532,-0.328310345,0.073,0.093,1,,0
P2rx3,0.002518303,-0.37250661,0.038,0.053,1,,0
Nudt16,0.002531967,-0.400763691,0.036,0.051,1,,0
Ankrd44,0.002537251,0.466146351,0.123,0.102,1,,0.578483156
AC109619.1,0.00254313,-0.420343875,0.059,0.077,1,,0
Chadl,0.00255436,0.695643889,0.063,0.048,1,,0
Bcar3,0.002585317,-0.445589841,0.163,0.192,1,,-0.457200871
Cp,0.002593083,0.707383207,0.095,0.077,1,,0
Gm32828,0.00260832,0.479834956,0.074,0.058,1,,0
Gm20468,0.00263601,0.61022475,0.08,0.063,1,,0
Trmt12,0.002650797,-0.518528353,0.037,0.051,1,,0
Arg2,0.002655972,0.664898961,0.08,0.063,1,,0
Arhgef15,0.002702183,-0.425893112,0.037,0.051,1,,0
Gm19667,0.002703804,0.810562207,0.05,0.036,1,,0
Lrp2bp,0.002840354,0.664779468,0.066,0.05,1,,0
Gm19466,0.002874427,0.54097299,0.075,0.059,1,,0
Msrb1,0.002886468,-0.420794703,0.038,0.052,1,,0
BC016579,0.00288916,-0.365362355,0.035,0.05,1,,-0.948486912
Tmem251,0.002982892,-0.476366684,0.069,0.088,1,,0
Ebf4,0.003007184,0.344341438,0.212,0.19,1,,0
Deptor,0.003020859,0.377776476,0.212,0.192,1,,0.383031379
Gm527,0.003024075,-0.331956826,0.05,0.066,1,,0
Lin9,0.003028113,-0.359052245,0.036,0.05,1,,0
Pex12,0.003029122,-0.334691993,0.052,0.069,1,,0
Gm3227,0.003068077,0.536013444,0.098,0.079,1,,0
4930592A05Rik,0.003106239,-0.3545017,0.048,0.065,1,,0
1700087M22Rik,0.003110941,0.455762357,0.122,0.101,1,,0.350644821
Bnipl,0.003120412,-0.423590951,0.041,0.056,1,,0
Nlrc3,0.0031433,0.502858808,0.162,0.142,1,,0
Srf,0.003171872,-0.336082207,0.047,0.063,1,,0
0610040J01Rik,0.003200391,0.501878427,0.084,0.066,1,,0.453071967
Pou5f2,0.003255539,-0.39780279,0.04,0.054,1,,0
Gm14444,0.003339606,0.687683901,0.05,0.037,1,,0
Mindy4,0.003452392,0.443831308,0.176,0.155,1,,0
Gm47689,0.00346241,0.607265502,0.09,0.073,1,,0
Gm17382,0.003476276,0.382171023,0.242,0.22,1,,0
Lrtm2,0.003517164,-0.356100847,0.064,0.082,1,,0
Gm27017,0.003532053,0.461720346,0.108,0.089,1,,0
Tulp2,0.003549639,0.589900363,0.064,0.049,1,,0
Ppp2r2cos,0.003671526,0.652788493,0.064,0.049,1,,0
Uqcc3,0.003688586,-0.387808514,0.036,0.05,1,,0
Gm49907,0.003754766,0.444464436,0.091,0.074,1,,0
Usp46os1,0.003808432,0.58901988,0.142,0.123,1,,0
4933412O06Rik,0.003865742,0.51075944,0.083,0.067,1,,1.046597625
Abca8b,0.004008507,0.341610648,0.241,0.221,1,,0.832218548
Ankrd55,0.004039965,-0.406768012,0.051,0.067,1,,-0.481319814
Ascc1,0.004042743,-0.397889211,0.125,0.149,1,,0
Gm46124,0.004104764,0.426175637,0.26,0.243,1,,0
BC024978,0.004139399,0.538965992,0.063,0.048,1,,0.656741595
Angptl7,0.004195854,0.617748459,0.062,0.047,1,,0
Rap1gapos,0.004242759,0.81430719,0.051,0.038,1,,0
Gm16066,0.00425706,0.442563473,0.144,0.124,1,,0
Cebpzos,0.004270342,-0.34713294,0.048,0.064,1,,0.437635121
Bbox1,0.004310508,0.800684731,0.054,0.04,1,,1.447634144
Ftsj1,0.004394157,0.469022193,0.17,0.15,1,,0
Inppl1,0.004439996,-0.344153067,0.041,0.056,1,,0
Parva,0.00445897,0.536053245,0.083,0.066,1,,0
Gm11592,0.004510352,-0.362834389,0.041,0.055,1,,0
Trpc7,0.004618177,0.480398796,0.054,0.04,1,,0
Spata13,0.004645558,0.363719559,0.05,0.037,1,,0
Map3k20,0.004664231,-0.34169498,0.038,0.052,1,,0
Gm11146,0.004831806,0.629703391,0.064,0.049,1,,0
4930422M22Rik,0.004864508,0.507339414,0.114,0.096,1,,0
Lrp8os2,0.004871531,0.393251232,0.224,0.203,1,,0
Hgf,0.005117587,0.465404733,0.061,0.047,1,,0
Capn1,0.005123342,-0.335898431,0.085,0.104,1,,0
Tas1r1,0.005169826,-0.582199075,0.039,0.052,1,,0
Slc22a15,0.005223598,0.564930822,0.123,0.105,1,,0
Gm26759,0.005490853,0.458101295,0.053,0.04,1,,0
B230216N24Rik,0.005500397,0.555112772,0.081,0.065,1,,1.153156087
Ddx4,0.005541485,-0.39073192,0.081,0.099,1,,0
Gm16000,0.005572335,0.347650823,0.32,0.304,1,,0
Gm48708,0.005631276,0.836640295,0.053,0.04,1,,0
Gm49654,0.005670587,0.660349652,0.053,0.04,1,,0
Pramef8,0.005754393,-0.388743297,0.054,0.07,1,,0
Gm3854,0.005857835,-0.346928824,0.053,0.069,1,,0
Srek1ip1,0.005898066,0.321237192,0.18,0.16,1,,0
Cacna1f,0.006027682,0.588362917,0.075,0.059,1,,-0.460836417
Tnfrsf23,0.006028811,0.446799153,0.139,0.12,1,,0
Spocd1,0.006160477,-0.348687086,0.042,0.056,1,,0
Gm42869,0.006230044,0.511954444,0.067,0.052,1,,0
9630015K15Rik,0.006442618,0.623587107,0.101,0.085,1,,0
Gm4117,0.006522221,0.428009183,0.153,0.134,1,,0
C8b,0.006589368,0.453312035,0.052,0.039,1,,0.417539754
St8sia3os,0.006648103,0.460260302,0.132,0.113,1,,0
Ccbe1,0.006721447,-0.325686668,0.041,0.055,1,,-1.104175543
Pnrc2,0.006750511,-0.551816809,0.037,0.05,1,,0
Gm13617,0.007022407,0.494635917,0.084,0.068,1,,0
Mki67,0.007139203,0.488538518,0.106,0.089,1,,0
Gm11655,0.007143398,0.380983396,0.106,0.089,1,,0
Cped1,0.007244189,-0.553523782,0.081,0.1,1,,0
Icmt,0.007331498,-0.345769657,0.051,0.065,1,,0
Lrrc69,0.007470071,-0.40989131,0.062,0.078,1,,0
Lat2,0.007561151,-0.490844319,0.041,0.054,1,,0
Tfeb,0.007595768,0.544625316,0.056,0.043,1,,0
Abca1,0.007597524,0.652556552,0.068,0.054,1,,2.073763661
Gm41077,0.007598464,0.503109635,0.086,0.07,1,,0
Rad54b,0.00762921,-0.568249845,0.052,0.066,1,,0
Ubash3b,0.007796604,-0.369585862,0.057,0.073,1,,0
Atp2b4,0.007880718,0.489062726,0.182,0.164,1,,1.854286596
Htr2a,0.007947668,0.476026381,0.081,0.066,1,,0
Axdnd1,0.008011118,-0.352008727,0.085,0.103,1,,0
Krt80,0.008157867,0.494615809,0.088,0.073,1,,0
Kcnk3,0.008166275,0.465550043,0.18,0.161,1,,0
Micall1,0.00818645,0.51649824,0.067,0.052,1,,0
Grhl3,0.008247396,0.773602761,0.06,0.047,1,,1.589625158
Gm12404,0.008274345,0.47421189,0.098,0.082,1,,0
Gm15939,0.008313135,-0.324622333,0.037,0.05,1,,0
Gm14817,0.008411543,0.544888825,0.065,0.051,1,,0
Wdr81,0.008416722,-0.376456442,0.077,0.094,1,,0
Slc35f2,0.008782449,-0.428189268,0.043,0.057,1,,0
Gm43445,0.00887703,0.384052091,0.1,0.084,1,,0
Tafa4,0.008932751,0.726588824,0.068,0.054,1,,0
Gm15246,0.009007273,0.394173709,0.108,0.092,1,,0
Gm5493,0.009073639,0.533875534,0.087,0.072,1,,0
B430212C06Rik,0.009360684,-0.320347119,0.037,0.05,1,,0
Creb3l2,0.009688616,0.414190798,0.123,0.106,1,,0
Zrsr1,0.009694159,0.460642941,0.081,0.066,1,,0
Itga7,0.009752129,0.349866589,0.139,0.121,1,,0
Htra4,0.009956761,0.322661404,0.053,0.04,1,,0
Pik3c2g,0.010004273,-0.473665102,0.041,0.054,1,,0
Atp13a5,0.010017642,0.414283512,0.161,0.143,1,,0
Gm47557,0.010043182,0.334644262,0.143,0.125,1,,0
Creld2,0.01023979,-0.334557448,0.053,0.067,1,,0
Nudt11,0.010494677,-0.426075095,0.04,0.053,1,,0
Gm50020,0.010586589,0.37965059,0.216,0.199,1,,0
Atp7b,0.010735866,-0.436475844,0.047,0.06,1,,0
Igsf11,0.010878019,0.431956927,0.085,0.07,1,,0
Gm37896,0.010996633,0.571506861,0.063,0.05,1,,0
Gm13528,0.011133814,0.388012517,0.156,0.139,1,,0
Gm15764,0.01121111,0.400884117,0.146,0.129,1,,0
A730090N16Rik,0.011219954,0.34191565,0.173,0.155,1,,0
Cldn34c1,0.011397468,0.484152276,0.087,0.072,1,,0
Gm3892,0.01147877,-0.336725739,0.04,0.053,1,,0
Gm47376,0.011586342,0.618004751,0.069,0.056,1,,0
Wdr24,0.011734771,-0.340285648,0.043,0.056,1,,0
Nectin1,0.011791215,0.418057397,0.097,0.082,1,,0
Pck2,0.011795438,0.329285523,0.132,0.115,1,,1.356686234
Gm13703,0.011880028,0.536585762,0.086,0.072,1,,0
C030014I23Rik,0.012272553,0.523099674,0.088,0.074,1,,0.338318251
Ccdc112,0.012295543,0.377031645,0.133,0.116,1,,0.458677938
AI854703,0.012602837,-0.405393372,0.039,0.051,1,,-0.933988636
1700093K21Rik,0.012628976,0.622825489,0.051,0.04,1,,0
9030025P20Rik,0.012839304,0.505248017,0.072,0.058,1,,0
Slc17a9,0.012924102,0.410685865,0.068,0.055,1,,0
Vrk1,0.012945992,0.322584602,0.252,0.236,1,,0
2310002D06Rik,0.01300016,0.621703544,0.055,0.043,1,,0.396092549
Gm13270,0.013010539,-0.321302743,0.061,0.076,1,,0
Fam227b,0.013123198,0.463704566,0.089,0.075,1,,0
Scrt2,0.013377619,0.338028463,0.122,0.104,1,,0
BC025920,0.013409722,-0.747641486,0.066,0.081,1,,0
Gm47802,0.01393785,0.378871988,0.221,0.204,1,,0
Gm47359,0.014014042,0.421605145,0.063,0.05,1,,0
Gm15614,0.014095586,0.330298332,0.166,0.149,1,,0
Nemp1,0.014355822,0.427895123,0.19,0.174,1,,0
Cdk20,0.014430679,-0.5190574,0.047,0.059,1,,0
Sox4,0.014529961,0.388419908,0.148,0.131,1,,1.079429223
Gm15518,0.014549222,0.441754825,0.111,0.096,1,,0
Gm26782,0.014778867,-0.351639976,0.066,0.081,1,,0
Gm43140,0.015156892,0.535538899,0.055,0.043,1,,0
Wnt2b,0.015350209,0.546476816,0.073,0.059,1,,0
Gm50013,0.015357606,0.372323578,0.287,0.275,1,,0
Gm37850,0.015540471,0.587637695,0.085,0.071,1,,0
Alg14,0.015938995,-0.565703209,0.115,0.135,1,,0
Ptcra,0.016582076,-0.58230782,0.055,0.068,1,,0
9330175M20Rik,0.01667657,0.340213452,0.337,0.329,1,,0
Gm44577,0.016725631,0.467095029,0.053,0.041,1,,0
Neb,0.017043253,0.448610848,0.08,0.067,1,,0
Gm14401,0.017347559,0.480880249,0.113,0.098,1,,0
Vps36,0.017599793,0.320078616,0.24,0.224,1,,0
Gm15632,0.017725646,0.4692373,0.084,0.07,1,,0
Gm26911,0.017942685,0.706080228,0.067,0.055,1,,0
Rnf113a2,0.01796088,-0.351989545,0.039,0.051,1,,0
Gm46348,0.018045256,0.494857997,0.082,0.069,1,,0
Gm32743,0.018577104,0.450846689,0.096,0.082,1,,0
Stat2,0.018619799,0.478479023,0.322,0.316,1,,0
Wars2,0.018755269,0.341503945,0.204,0.188,1,,0
Gm15345,0.018811281,0.526160523,0.107,0.092,1,,0
BC046251,0.019120496,0.557072431,0.063,0.051,1,,0.387782155
Gm15991,0.019259366,0.410381484,0.159,0.144,1,,0
Gm13269,0.019474123,0.356046549,0.34,0.335,1,,0
Gm44767,0.020002159,0.326719415,0.134,0.118,1,,0
Srprb,0.020165543,0.38985281,0.158,0.142,1,,0
Gm35166,0.020414993,0.388991321,0.235,0.224,1,,0
Ermp1,0.020851284,0.343265336,0.155,0.14,1,,0
Mcm8,0.021189897,0.461440446,0.101,0.087,1,,0
Degs2,0.02128227,0.453469175,0.103,0.089,1,,0
Hmgb4,0.021372113,0.638323508,0.087,0.074,1,,0
Gm40055,0.02150088,0.373780301,0.052,0.041,1,,0
Lrguk,0.021666146,-0.345327357,0.052,0.065,1,,0
Ccdc7a,0.02173666,0.602484103,0.054,0.043,1,,-1.016079274
Mtg1,0.021855562,-0.43597249,0.051,0.063,1,,0
1700113A16Rik,0.021908066,0.433597576,0.08,0.067,1,,0
Lhfpl2,0.02269833,0.469433542,0.06,0.049,1,,0
4930432K21Rik,0.022770361,0.322701886,0.113,0.098,1,,0.742621721
Ccnd1,0.022813914,0.554447158,0.088,0.075,1,,0.605869702
Gm42702,0.02316787,-0.337760306,0.129,0.147,1,,0
Sass6,0.023274798,0.445378714,0.096,0.082,1,,0
Gm44020,0.023668204,0.556236893,0.098,0.085,1,,0
Dnah3,0.023774115,0.509385839,0.102,0.089,1,,0
Esyt3,0.02459743,0.575342025,0.06,0.049,1,,0
Ube2cbp,0.024678396,-1.025598573,0.11,0.127,1,,0
B4galt1,0.025299776,0.494006542,0.073,0.061,1,,-1.290226207
Ptpru,0.025468958,-0.391782581,0.057,0.07,1,,0
Gm35438.1,0.026210188,0.389968639,0.124,0.11,1,,0
Gm49762,0.026447615,0.457380064,0.124,0.11,1,,0
Tfr2,0.026623016,-0.331406895,0.039,0.05,1,,0
4930588J15Rik,0.026644231,0.714371583,0.061,0.05,1,,0.978032359
Npnt,0.028098057,0.347251062,0.116,0.101,1,,0
Gstp1,0.02830663,-0.333791128,0.043,0.054,1,,0
Abra,0.028632094,0.431603087,0.065,0.054,1,,0
Vmn2r1,0.029512553,0.346114159,0.06,0.048,1,,0
Oaz3,0.030813137,0.485258916,0.054,0.043,1,,0
Gm20618,0.030968952,0.582368232,0.069,0.057,1,,0
Cubn,0.031039479,0.559046694,0.066,0.055,1,,-0.700300461
Gm35040,0.031263779,0.376194105,0.12,0.106,1,,0
Trim66,0.031936138,0.422091123,0.065,0.054,1,,0
Gm14295,0.032063794,-0.386115574,0.054,0.066,1,,0
Slc35c2,0.032279935,0.356695737,0.224,0.21,1,,0
Mcc,0.0327964,0.384292549,0.143,0.129,1,,0
Tapbp,0.032952355,0.531553702,0.06,0.05,1,,0
Mgat5b,0.033000864,0.571781529,0.057,0.046,1,,0
Gm16853,0.033102984,0.516619765,0.064,0.053,1,,0
Gm44899,0.034171067,0.419784066,0.138,0.125,1,,0
4930425L21Rik,0.034659333,0.650047521,0.05,0.041,1,,-0.534650013
Smyd1,0.03583512,0.387097381,0.063,0.052,1,,0
Bub1b,0.035944255,-0.952708802,0.05,0.061,1,,-0.587073125
Cpa6,0.038243906,0.322429372,0.242,0.231,1,,0.410152918
Rcbtb2,0.038691075,0.35344275,0.13,0.118,1,,0
1700120B22Rik,0.040224238,-0.340500861,0.049,0.06,1,,0
Mansc4,0.041808276,0.490722194,0.07,0.059,1,,0
Tex30,0.041949146,0.374816276,0.102,0.089,1,,0
Gm49163,0.042121583,0.471844008,0.08,0.069,1,,0
Fxyd7,0.042266978,0.469760267,0.063,0.052,1,,1.315482516
Gm50196,0.04233406,0.382008473,0.082,0.071,1,,0
Krt20,0.042873598,0.448582625,0.053,0.043,1,,0
Armh1,0.043472379,-0.387459123,0.042,0.052,1,,0
Nrip2,0.044233039,0.494468814,0.072,0.061,1,,0
Chrnb2,0.045654834,0.363943666,0.099,0.087,1,,-0.357516908
Gm13091,0.046308072,0.503535264,0.094,0.083,1,,0
Gnmt,0.046887232,0.515854261,0.083,0.072,1,,0
Ly96,0.04693827,0.45828705,0.07,0.059,1,,0
Gm37853,0.046962805,0.505514159,0.065,0.055,1,,0
Gm35256,0.048394104,0.365715577,0.185,0.172,1,,0
Tbc1d22bos,0.049752622,0.391071224,0.106,0.094,1,,0
Gm47728,0.049872516,0.323572902,0.075,0.064,1,,0
Arsg,0.049931828,0.331471307,0.178,0.165,1,,0
Star,0.050257054,0.474171435,0.133,0.121,1,,0
Olfr55,0.051138391,0.377979669,0.202,0.192,1,,0
Gm26981,0.052278215,0.34500011,0.193,0.181,1,,0
Exosc9,0.052766179,0.33019148,0.257,0.248,1,,0
Ush2a,0.054309335,-0.434878512,0.059,0.07,1,,0
Col14a1,0.054845569,0.596307378,0.062,0.052,1,,0
Rab11fip4os1,0.055476939,0.382064078,0.152,0.14,1,,0
Gm29994,0.05550998,0.558034014,0.064,0.054,1,,0
Gm15265,0.056831146,0.446568204,0.067,0.057,1,,0
Prodh,0.05724585,0.453077368,0.141,0.13,1,,0
Zfp729b,0.05732421,0.454733177,0.139,0.128,1,,0
Gm27187,0.057566263,0.503123458,0.077,0.066,1,,0
4930588A03Rik,0.057747831,0.367516216,0.086,0.075,1,,0
Cryba1,0.061997156,0.373643961,0.054,0.044,1,,0
Zkscan16,0.062657693,0.341492343,0.192,0.181,1,,0
Gm34868,0.063088738,0.37470303,0.165,0.153,1,,0
Gm28756,0.065519818,0.32673308,0.129,0.116,1,,0
4930473D10Rik,0.066102189,0.434507303,0.065,0.056,1,,0
Ltbp4,0.067795932,0.396742035,0.086,0.075,1,,0
Zfp536,0.068263964,0.515955165,0.052,0.044,1,,0
4930567K20Rik,0.069661608,0.385927905,0.172,0.162,1,,0
Gm15679,0.071580245,0.452683793,0.107,0.097,1,,0
Stx19,0.075746767,0.395777199,0.083,0.073,1,,0
1700003E16Rik,0.076124748,0.341216653,0.113,0.103,1,,0.326999764
Gm14508,0.076478367,0.455870587,0.088,0.078,1,,0
Adam21,0.080451985,0.640646969,0.05,0.042,1,,0
Gm30371,0.081451079,0.351779762,0.086,0.076,1,,0
Ctsk,0.081789128,0.40027722,0.054,0.045,1,,-0.530520138
A930024E05Rik,0.083741054,0.347961545,0.094,0.084,1,,0
Anxa13,0.084082725,0.361785198,0.076,0.066,1,,-0.558781038
Mpg,0.084426262,0.432073545,0.141,0.131,1,,0
Vmn2r54,0.084687218,0.338012083,0.056,0.048,1,,0
Gm42937,0.08470603,0.421326674,0.052,0.044,1,,0
A930028N01Rik,0.084733118,0.41206586,0.086,0.076,1,,0.665890799
Gm20700,0.086670833,0.40922124,0.088,0.078,1,,0
Kcns3,0.088518303,0.388057577,0.124,0.113,1,,0
Gm4651,0.088574011,0.538295342,0.088,0.079,1,,0
Glipr1,0.089595813,0.423856192,0.051,0.043,1,,0
Zfp367,0.090256645,0.33337404,0.05,0.042,1,,0
4930483P17Rik,0.09374706,0.423366719,0.077,0.067,1,,-1.201379968
Gm45894,0.093771206,0.601592861,0.071,0.062,1,,0
Lrrc55,0.095518292,0.402534204,0.133,0.122,1,,0
6530437J22Rik,0.095791807,0.507096218,0.065,0.057,1,,0
Aldh1l2,0.097976432,0.441813762,0.061,0.052,1,,0
Thsd1,0.098011321,0.365821234,0.074,0.065,1,,0
Cfap157,0.098807947,0.511579611,0.113,0.103,1,,0
4930594M22Rik,0.099135782,0.409210884,0.063,0.054,1,,0
Spag6l,0.100456253,0.394294766,0.07,0.061,1,,0
Chst11,0.102670573,0.333298085,0.172,0.162,1,,0.664905121
Gm48597,0.103407686,0.45955046,0.064,0.056,1,,0
Tmem255a,0.104864714,0.40921954,0.072,0.063,1,,0
Slc39a3,0.108000035,0.337388499,0.134,0.123,1,,0
Gm49906,0.109146519,0.41359454,0.05,0.042,1,,0
Gm26820,0.109392655,0.573701336,0.063,0.055,1,,0
C230038L03Rik,0.110008557,0.597173541,0.092,0.084,1,,0
Gpr137b,0.110072591,0.376673762,0.088,0.079,1,,0
Mapk3,0.110914713,0.39240926,0.05,0.042,1,,0
AC163638.2,0.112208348,0.484232257,0.058,0.051,1,,0.631840323
4930486F22Rik,0.112713732,0.388917292,0.064,0.056,1,,-0.392189844
Vmn2r86,0.119086824,0.340502091,0.146,0.136,1,,0
Vmn2r57,0.11914895,0.412840296,0.058,0.05,1,,0
Limd1,0.120316394,-0.39199443,0.148,0.163,1,,0
Grem1,0.124551982,0.337418156,0.081,0.072,1,,0
Gm34804,0.125457067,0.493248588,0.062,0.055,1,,0
A530016L24Rik,0.125768746,0.424052125,0.09,0.082,1,,0.549120773
Slc7a5,0.128730167,0.356488986,0.196,0.189,1,,0.821502995
Etfrf1,0.128987617,0.37809864,0.123,0.114,1,,0
Gm20751,0.132032661,0.459614373,0.055,0.048,1,,0
Shroom4,0.132212371,0.415178321,0.086,0.078,1,,0
Nptx1,0.132934919,0.450592519,0.059,0.052,1,,0
Rasgrf2,0.133411783,0.336044142,0.137,0.129,1,,0
Arhgap4,0.133830887,-0.50245156,0.149,0.164,1,,0
Gm14764,0.13701622,0.381567884,0.093,0.084,1,,0
Ttc39a,0.13810059,0.456173727,0.103,0.096,1,,0
Gm16279,0.13844195,0.389469009,0.1,0.091,1,,0
Cnp,0.138999173,0.350536048,0.129,0.12,1,,0
Zfp37,0.143114271,0.328422205,0.129,0.12,1,,0
Mcur1,0.145152395,0.328684156,0.106,0.097,1,,0
Gm36945,0.1459419,0.48221258,0.068,0.06,1,,0
Gm16043,0.148742061,0.40162822,0.136,0.128,1,,0
Gm34035,0.149101663,0.422628095,0.054,0.047,1,,0
Palld,0.149508991,0.628708606,0.056,0.049,1,,0
Gm29480,0.153181337,0.343757307,0.081,0.073,1,,0
Gm49527,0.154468561,0.32520903,0.092,0.084,1,,0
Zbtb26,0.156402024,0.444046448,0.078,0.071,1,,0
Kif15,0.157432354,0.495364129,0.081,0.074,1,,0
Mospd1,0.158353824,0.362463985,0.128,0.12,1,,0
Ap4m1,0.16018443,0.354499758,0.155,0.148,1,,0
Gm16364.1,0.160778178,0.55232874,0.066,0.059,1,,0
4930556J24Rik,0.1621098,0.37379439,0.201,0.195,1,,0.446259041
Ccdc125,0.162822239,0.432598724,0.076,0.069,1,,0.382324294
Lrrc8dos,0.165314384,0.414722009,0.068,0.06,1,,0
Gapdhs,0.167662522,0.405964947,0.112,0.105,1,,0
Gm49380,0.172427048,0.343054265,0.095,0.088,1,,0
Eps8,0.17737158,0.320594903,0.053,0.047,1,,0
Gm17359,0.182151244,0.32591203,0.1,0.092,1,,0
Rerg,0.183529135,0.338467513,0.081,0.073,1,,0
Gm16150,0.184154616,0.377753805,0.111,0.103,1,,0
Slc5a12,0.187205742,0.357419382,0.104,0.097,1,,0
Gm12526,0.188091266,0.441910082,0.106,0.099,1,,0
Scn3b,0.189118144,0.439632033,0.114,0.108,1,,0
Med12,0.195337575,0.479984407,0.068,0.062,1,,0
Brf2,0.211216307,0.523008649,0.065,0.059,1,,0
Sync,0.214778679,0.325505974,0.069,0.062,1,,0
Fam174b,0.223456821,0.434105302,0.084,0.077,1,,0
Vinac1,0.23057295,0.400916217,0.089,0.082,1,,0
Itgb1bp1,0.232591944,0.380993306,0.105,0.099,1,,0
Cd93,0.241685979,0.607741622,0.057,0.052,1,,0
Tex15,0.242893048,0.421200021,0.056,0.05,1,,0
Calhm2,0.244563577,0.372140369,0.088,0.082,1,,0
Ccl28,0.245989272,0.32153538,0.083,0.077,1,,1.254114429
Asmt,0.251627473,0.548922082,0.052,0.047,1,,0.521473486
Ribc1,0.252314137,0.367503607,0.103,0.096,1,,0
Armt1,0.252908381,0.320852977,0.11,0.104,1,,0.373605485
Tmtc4,0.25865085,0.33890981,0.105,0.098,1,,0
Pappa2,0.258814422,0.407442799,0.06,0.055,1,,0
Gm48479,0.261407792,0.349003757,0.058,0.052,1,,0
Nqo2,0.26153511,0.342642143,0.118,0.112,1,,0
Gm34667,0.26237717,0.395200099,0.051,0.046,1,,0
Fhitos,0.264866742,0.37632031,0.114,0.108,1,,0
Doc2b,0.26613674,0.430803407,0.06,0.054,1,,0.353992347
Pkhd1,0.266922668,-0.36147759,0.053,0.059,1,,0
Amer1,0.285173784,0.506158947,0.1,0.094,1,,0
Sox11,0.286492961,0.42640199,0.051,0.047,1,,0
Gm27226,0.286706762,0.395669832,0.058,0.052,1,,0
Gal3st4,0.288083121,0.332098489,0.059,0.054,1,,0
D630023F18Rik,0.288311055,-0.321244191,0.062,0.068,1,,0.526359695
Bcas3os2,0.291582771,0.421923745,0.054,0.05,1,,-0.373027264
BB365896,0.291880447,0.454150703,0.097,0.092,1,,-0.378424664
Lrrd1,0.299654893,0.341078243,0.076,0.071,1,,0
Gm9947,0.305720577,0.377033223,0.056,0.051,1,,0
Ikzf2,0.313769307,0.391949911,0.09,0.085,1,,0
Top1mt,0.31582475,0.330794878,0.072,0.067,1,,0
Prkag2os1,0.321343455,0.441680866,0.066,0.061,1,,0
Gm48956,0.334088752,0.332247399,0.122,0.117,1,,0
Il1r2,0.351186798,0.34166148,0.111,0.106,1,,0
Akain1,0.352748967,0.395267756,0.06,0.055,1,,-0.67882032
Gm29536,0.370734934,0.36227235,0.06,0.055,1,,0
Gm26964,0.37108207,0.517360615,0.065,0.061,1,,0
Zfp85os,0.385713122,0.460324924,0.074,0.07,1,,0
1600014C10Rik,0.397579824,0.370077618,0.084,0.08,1,,0
D330041H03Rik,0.401884223,0.326732057,0.074,0.07,1,,0
8030451O07Rik,0.409764055,0.335566899,0.065,0.061,1,,0
Lamc2,0.41090061,0.399152385,0.053,0.049,1,,0
Agbl5,0.433684662,0.349059481,0.113,0.11,1,,0
Mak,0.43944334,0.398036931,0.065,0.061,1,,0
Ddb2,0.453081958,-0.355348433,0.393,0.41,1,,0.430317238
Zfp354a,0.468585709,0.32530512,0.093,0.089,1,,0
Erap1,0.475577544,0.34446068,0.068,0.065,1,,0
Gm27016,0.489221196,0.365665152,0.069,0.066,1,,0
Gm44649,0.491747623,0.35960013,0.183,0.184,1,,0
Slc39a6,0.494243499,0.389425182,0.081,0.079,1,,1.253523957
Il5ra,0.50400615,0.345036676,0.06,0.057,1,,0
Gm11767,0.523403415,0.480168132,0.073,0.071,1,,0
Gm33125,0.524920201,0.410316964,0.117,0.115,1,,0
Gsta3,0.535556692,0.330558669,0.051,0.048,1,,0
9430060I03Rik,0.552933902,0.36464877,0.116,0.116,1,,0.388648562
Ephx1,0.603730639,0.372579296,0.05,0.047,1,,0
Ikzf4,0.609493733,0.350472538,0.074,0.072,1,,0
Pard6g,0.616065432,0.329263527,0.105,0.103,1,,0
Fndc8,0.626242656,0.343373503,0.103,0.101,1,,0
